row_index,author,no,names,smiles,ratios,tg,n_monomers
165,,C3,13,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1|O=C(CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO)OCCCCO|CCC(CO)(CO)CO,0.58060000:0.09680000:0.32260000,33.0,3
166,,C4,14,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1|O=C(CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO)OCCCCO|CCC(CO)(CO)CO,0.58534147:0.07319268:0.34146585,60.0,3
167,,C5,15,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1|O=C(CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO)OCCCCO|CCC(CO)(CO)CO,0.58825883:0.05880588:0.35293529,72.0,3
168,,C6,16,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1|O=C(CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO)OCCCCO|CCC(CO)(CO)CO,0.59014099:0.04919508:0.36066393,76.0,3
169,"Nair et al., 2010",tBA/PEGDMA,1,C=CC(=O)OC(C)(C)C|C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C|C=C(C)C(=O)OCCOCCOC(=O)C(=C)C|COC(OC)(C(=O)c1ccccc1)c1ccccc1|O=NN([O-])c1ccccc1.O=NN([O-])c1ccccc1.O=NN([O-])c1ccccc1.[Al+3],0.83728474:0.14915056:0.00451997:0.00854509:0.00049964,35.0,5
170,,TMPTMP/TATATO,2,CC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS|C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O|COC(OC)(C(=O)c1ccccc1)c1ccccc1|O=NN([O-])c1ccccc1.O=NN([O-])c1ccccc1.O=NN([O-])c1ccccc1.[Al+3],0.49354076:0.49354076:0.01220485:0.00071363,36.0,4
171,,TMPTMP/IPDU6AE,3,CC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS|C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1|COC(OC)(C(=O)c1ccccc1)c1ccccc1|O=NN([O-])c1ccccc1.O=NN([O-])c1ccccc1.O=NN([O-])c1ccccc1.[Al+3],0.65314346:0.32657173:0.01916425:0.00112056,34.0,4
172,,IPDUT/IPDU6AE,4,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1|C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1|COC(OC)(C(=O)c1ccccc1)c1ccccc1|O=NN([O-])c1ccccc1.O=NN([O-])c1ccccc1.O=NN([O-])c1ccccc1.[Al+3],0.48081229:0.48081229:0.03625551:0.00211991,35.0,4
173,,IPDUT/APE,5,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1|C=CCOCC(CO)(COCC=C)COCC=C|COC(OC)(C(=O)c1ccccc1)c1ccccc1|O=NN([O-])c1ccccc1.O=NN([O-])c1ccccc1.O=NN([O-])c1ccccc1.[Al+3],0.32566568:0.65133136:0.02173225:0.00127071,33.0,4
174,"Barszczewska-Rybarek et al., 2017",PMMA/0%TEGDMA,1,C=C(C)C(=O)OC|O=C(OOC(=O)c1ccccc1)c1ccccc1,0.99584000:0.00416000,126.1,2
175,,PMMA/1%TEGDMA,2,C=C(C)C(=O)OC|C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C|O=C(OOC(=O)c1ccccc1)c1ccccc1,0.98581000:0.00996000:0.00423000,126.3,3
176,,PMMA/2%TEGDMA,3,C=C(C)C(=O)OC|C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C|O=C(OOC(=O)c1ccccc1)c1ccccc1,0.97577976:0.01991020:0.00431004,128.6,3
177,,PMMA/5%TEGDMA,4,C=C(C)C(=O)OC|C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C|O=C(OOC(=O)c1ccccc1)c1ccccc1,0.94568946:0.04977050:0.00454005,131.7,3
178,,PMMA/10%TEGDMA,5,C=C(C)C(=O)OC|C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C|O=C(OOC(=O)c1ccccc1)c1ccccc1,0.89556104:0.09950900:0.00492995,135.8,3
179,,PMMA/20%TEGDMA,6,C=C(C)C(=O)OC|C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C|O=C(OOC(=O)c1ccccc1)c1ccccc1,0.79544000:0.19886000:0.00570000,144.5,3
180,"Hearon et al., 2015","TMPAE,2-MPD,TMHDI,3TI",3,CC(C)(CCC(C)(C)N=C=O)CN=C=O|C=CCOCC(CC)(CO)CO|CC(CO)CO|C=CCCO|O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS|COC(OC)(C(=O)c1ccccc1)c1ccccc1,0.48592000:0.04764000:0.42875000:0.00238000:0.01667000:0.01864000,51.8,6
181,,"TMPAE,2,2-DMPD,TMHDI,3TI",4,CC(C)(CCC(C)(C)N=C=O)CN=C=O|C=CCOCC(CC)(CO)CO|CC(C)(CO)CO|C=CCCO|O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS|COC(OC)(C(=O)c1ccccc1)c1ccccc1,0.48557000:0.04760000:0.42844000:0.00238000:0.01666000:0.01935000,59.7,6
182,,"TMPAE,CHDM,TMHDI,3TI",5,CC(C)(CCC(C)(C)N=C=O)CN=C=O|C=CCOCC(CC)(CO)CO|OCC1CCC(CO)CC1|C=CCCO|O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS|COC(OC)(C(=O)c1ccccc1)c1ccccc1,0.48455515:0.04750952:0.42754572:0.00237998:0.01662983:0.02137979,68.3,6
183,,"TMPAE,DCHMDI,HDI,PETMP",6,O=C=NC1CCC(CC2CCC(N=C=O)CC2)CC1|O=C=NCCCCCCN=C=O|C=CCOCC(CC)(CO)CO|C=CCCO|O=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS|COC(OC)(C(=O)c1ccccc1)c1ccccc1,0.00000000:0.43724000:0.42866000:0.00214000:0.10770000:0.02426000,56.51,6
184,,"TMPAE,DCHMDI,HDI,PETMP",7,O=C=NC1CCC(CC2CCC(N=C=O)CC2)CC1|O=C=NCCCCCCN=C=O|C=CCOCC(CC)(CO)CO|C=CCCO|O=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS|COC(OC)(C(=O)c1ccccc1)c1ccccc1,0.04285000:0.39418000:0.42845000:0.00214000:0.10765000:0.02473000,68.84,6
185,"Xu, Shi and Pang, 2006",HYPU0-1,1,CCO[Si](CCCN(CCC(=O)OCCO)CCC(=O)OCCO)(OCC)OCC|CC1(C)CC(N=C=O)CC(C)(N=C=O)C1,0.50000000:0.50000000,57.0,2
186,,HYPU1-4,2,COCCOCCOCCOCCOCCOCCOCCOCCO|CCO[Si](CCCN(CCC(=O)OCCO)CCC(=O)OCCO)(OCC)OCC|CC1(C)CC(N=C=O)CC(C)(N=C=O)C1,0.10000000:0.40000000:0.50000000,50.5,3
187,,HYPU1-2,3,COCCOCCOCCOCCOCCOCCOCCOCCO|CCO[Si](CCCN(CCC(=O)OCCO)CCC(=O)OCCO)(OCC)OCC|CC1(C)CC(N=C=O)CC(C)(N=C=O)C1,0.16670000:0.33330000:0.50000000,47.5,3
188,,HYPU1-1,4,COCCOCCOCCOCCOCCOCCOCCOCCO|CCO[Si](CCCN(CCC(=O)OCCO)CCC(=O)OCCO)(OCC)OCC|CC1(C)CC(N=C=O)CC(C)(N=C=O)C1,0.25000000:0.25000000:0.50000000,35.9,3
189,"Yakacki et al., 2007",PEGDMA875:Tba,1,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C|C=CC(=O)OC(C)(C)C|COC(OC)(C(=O)c1ccccc1)c1ccccc1,0.01632000:0.98310000:0.00058000,52.2,3
190,,PEGDMA875:tBA,2,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C|C=CC(=O)OC(C)(C)C|COC(OC)(C(=O)c1ccccc1)c1ccccc1,0.03598000:0.96342000:0.00060000,51.4,3
191,,"PEGDMA875:tBA【Qi et al., 2008，tBA : PEGDMA875 : DMPA，Tg = 49.0】49.9+49.0/2",3,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C|C=CC(=O)OC(C)(C)C|COC(OC)(C(=O)c1ccccc1)c1ccccc1,0.09054000:0.90871000:0.00075000,49.45,3
192,,PEGDMA550:tBA,4,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C|C=CC(=O)OC(C)(C)C|COC(OC)(C(=O)c1ccccc1)c1ccccc1,0.02532000:0.97415000:0.00053000,54.8,3
193,,PEGDMA550:tBA,5,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C|C=CC(=O)OC(C)(C)C|COC(OC)(C(=O)c1ccccc1)c1ccccc1,0.05523000:0.94419000:0.00058000,55.4,3
194,,PEGDMA550:tBA,6,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C|C=CC(=O)OC(C)(C)C|COC(OC)(C(=O)c1ccccc1)c1ccccc1,0.13497000:0.86433000:0.00070000,53.5,3
195,"Jo et al., 2019",ESMP-0-19,1,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|Nc1ccc(Cc2ccc(N)cc2)cc1,0.73620000:0.26380000,125.9,2
196,,ESMP-0-21,2,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|Nc1ccc(Cc2ccc(N)cc2)cc1,0.71630000:0.28370000,140.0,2
197,,ESMP-10-21,3,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|CC(C)(c1ccc(OCCOCCOCCOCC2CO2)cc1)c1ccc(OCCOCCOCCOCC2CO2)cc1|Nc1ccc(Cc2ccc(N)cc2)cc1,0.66286629:0.04540454:0.29172917,135.8,3
198,,ESMP-20-21,4,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|CC(C)(c1ccc(OCCOCCOCCOCC2CO2)cc1)c1ccc(OCCOCCOCCOCC2CO2)cc1|Nc1ccc(Cc2ccc(N)cc2)cc1,0.60630000:0.09350000:0.30020000,126.8,3
199,,ESMP-30-21,5,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|CC(C)(c1ccc(OCCOCCOCCOCC2CO2)cc1)c1ccc(OCCOCCOCCOCC2CO2)cc1|Nc1ccc(Cc2ccc(N)cc2)cc1,0.54630000:0.14450000:0.30920000,121.2,3
200,"Hassan et al., 2016",33 Bis A,1,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,0.66667000:0.33333000,187.6,2
201,"Hearon et al., 2015","TMPAE,DEG,TMHDI,3TI",1,CC(C)(CCC(C)(C)N=C=O)CN=C=O|C=CCOCC(CC)(CO)CO|OCCOCCO|C=CCCO|O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS|COC(OC)(C(=O)c1ccccc1)c1ccccc1,0.48551514:0.04759952:0.42839572:0.00237998:0.01665983:0.01944981,39.0,6
202,,"TMPAE,1,4-BD,TMHDI,3TI",2,CC(C)(CCC(C)(C)N=C=O)CN=C=O|C=CCOCC(CC)(CO)CO|OCCCCO|C=CCCO|O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS|COC(OC)(C(=O)c1ccccc1)c1ccccc1,0.48592000:0.04764000:0.42875000:0.00238000:0.01667000:0.01864000,44.0,6
203,,"TMPAE,DCHMDI,HDI,PETMP",8,O=C=NC1CCC(CC2CCC(N=C=O)CC2)CC1|O=C=NCCCCCCN=C=O|C=CCOCC(CC)(CO)CO|C=CCCO|O=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS|COC(OC)(C(=O)c1ccccc1)c1ccccc1,0.21381000:0.22236000:0.42762000:0.00214000:0.10744000:0.02663000,80.48,6
204,,"TMPAE,DCHMDI,HDI,PETMP",9,O=C=NC1CCC(CC2CCC(N=C=O)CC2)CC1|O=C=NCCCCCCN=C=O|C=CCOCC(CC)(CO)CO|C=CCCO|O=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS|COC(OC)(C(=O)c1ccccc1)c1ccccc1,0.42658427:0.00853009:0.42658427:0.00213002:0.10718107:0.02899029,104.45,6
205,"Qi et al., 2020",DGEM/DDS-2,,C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1|Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.66667000:0.33333000,279.0,2
206,,DGEBA/DDS,,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.66667000:0.33333000,231.0,2
207,"Faye et al., 2017",TEEP + EDR-148,1,COc1cc(CC2CO2)ccc1OP(=O)(Oc1ccc(CC2CO2)cc1OC)Oc1ccc(CC2CO2)cc1OC|NCCOCCOCCN,0.57238300:0.42761700,52.0,2
208,,TEEP + MXDA,2,COc1cc(CC2CO2)ccc1OP(=O)(Oc1ccc(CC2CO2)cc1OC)Oc1ccc(CC2CO2)cc1OC|NCc1cccc(CN)c1,0.57174600:0.42825400,78.0,2
209,,DGEBA + EDR-148,3,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|NCCOCCOCCN,0.66641500:0.33358500,108.0,2
210,,DGEBA + MXDA,4,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|NCc1cccc(CN)c1,0.66641500:0.33358500,130.0,2
211,"Xu et al., 2019",PBE-DDM,1,C(=N/c1ccc(OCC2CO2)cc1)\c1ccc(OCC2CO2)cc1|Nc1ccc(Cc2ccc(N)cc2)cc1,0.66667000:0.33333000,204.0,2
212,,VBE-DDM,2,COc1cc(/C=N/c2ccc(OCC3CO3)cc2)ccc1OCC1CO1|Nc1ccc(Cc2ccc(N)cc2)cc1,0.66667000:0.33333000,196.0,2
213,"Wan et al., 2015",TPEU-EP/33DDS,1,COc1cc(CC2CO2)ccc1OC(=O)c1ccc(C(=O)Oc2ccc(CC3CO3)cc2OC)cc1|Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,0.66667000:0.33333000,168.4,2
214,"Wan et al., 2016",DEU-EP/DDM,1,COc1cc(CC2CO2)ccc1OCc1ccc(COc2ccc(CC3CO3)cc2OC)cc1|Nc1ccc(Cc2ccc(N)cc2)cc1,0.66667000:0.33333000,114.4,2
215,"Wan et al., 2016(2)",TEU-EP/33DDS,1,COc1cc(CC2CO2)ccc1Oc1nc(Oc2ccc(CC3CO3)cc2OC)nc(Oc2ccc(CC3CO3)cc2OC)n1|Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,0.57143000:0.42857000,207.0,2
216,"Zhao & Abu-Omar, 2017",VAN100LIN0,1,COc1cc(C(c2cc(C)c(O)c(O)c2)c2cc(C)c(O)c(O)c2)ccc1OCC1CO1|COc1cc(C(c2cc(C)c(OCC3CO3)c(O)c2)c2cc(C)c(OCC3CO3)c(O)c2)ccc1OCC1CO1|COc1cc(C(c2cc(C)c(OCC3CO3)c(OCC3CO3)c2)c2cc(C)c(OCC3CO3)c(OCC3CO3)c2)ccc1OCC1CO1|NCCNCCN,0.08393300:0.32973600:0.18585100:0.40048000,167.0,4
217,,VAN75LIN25,2,COc1cc(C(c2cc(C)c(O)c(O)c2)c2cc(C)c(O)c(O)c2)ccc1OCC1CO1|COc1cc(C(c2cc(C)c(OCC3CO3)c(O)c2)c2cc(C)c(OCC3CO3)c(O)c2)ccc1OCC1CO1|COc1cc(C(c2cc(C)c(OCC3CO3)c(OCC3CO3)c2)c2cc(C)c(OCC3CO3)c(OCC3CO3)c2)ccc1OCC1CO1|CCCCC1OC1CCCCC1OC1CCCCCCCC(=O)Oc1ccccc1|NCCNCCN,0.06975500:0.27403600:0.15445700:0.05630700:0.44544500,111.0,5
218,,VAN50LIN50,3,COc1cc(C(c2cc(C)c(O)c(O)c2)c2cc(C)c(O)c(O)c2)ccc1OCC1CO1|COc1cc(C(c2cc(C)c(OCC3CO3)c(O)c2)c2cc(C)c(OCC3CO3)c(O)c2)ccc1OCC1CO1|COc1cc(C(c2cc(C)c(OCC3CO3)c(OCC3CO3)c2)c2cc(C)c(OCC3CO3)c(OCC3CO3)c2)ccc1OCC1CO1|CCCCC1OC1CCCCC1OC1CCCCCCCC(=O)Oc1ccccc1|NCCNCCN,0.05214000:0.20483400:0.11545200:0.12626400:0.50131000,82.0,5
219,"Mora et al., 2018",DHAVA/DGEBA (optimal),1,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|COc1cc(COCC(O)CN)ccc1OCC(O)CN,0.62500000:0.37500000,66.0,2
220,,"DHAVA/DGEVA (optimal, fully bio-based)",2,COc1cc(COCC2CO2)ccc1OCC1CO1|COc1cc(COCC(O)CN)ccc1OCC(O)CN,0.58824000:0.41176000,57.0,2
221,"Savonnet et al., 2018",DGEBA/IPDA,1,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|CC1(C)CC(N)CC(C)(CN)C1,0.66667000:0.33333000,155.0,2
222,,DiGEDVA/IPDA,2,COc1cc(CO)cc(-c2cc(CO)cc(OC)c2OCC2CO2)c1OCC1CO1|CC1(C)CC(N)CC(C)(CN)C1,0.66667000:0.33333000,140.0,2
223,,TriGEDVA/IPDA,3,COc1cc(CO)cc(-c2cc(COCC3CO3)cc(OC)c2OCC2CO2)c1OCC1CO1|CC1(C)CC(N)CC(C)(CN)C1,0.57143000:0.42857000,177.0,2
224,,TetraGEDVA/IPDA,4,COc1cc(COCC2CO2)cc(-c2cc(COCC3CO3)cc(OC)c2OCC2CO2)c1OCC1CO1|CC1(C)CC(N)CC(C)(CN)C1,0.50000000:0.50000000,200.0,2
225,,Di 60%–Tri 20%–Tetra 20% / IPDA,5,COc1cc(CO)cc(-c2cc(CO)cc(OC)c2OCC2CO2)c1OCC1CO1|COc1cc(CO)cc(-c2cc(COCC3CO3)cc(OC)c2OCC2CO2)c1OCC1CO1|COc1cc(COCC2CO2)cc(-c2cc(COCC3CO3)cc(OC)c2OCC2CO2)c1OCC1CO1|CC1(C)CC(N)CC(C)(CN)C1,0.39367000:0.11572000:0.10349000:0.38712000,157.0,4
226,,Di 20%–Tri 60%–Tetra 20% / IPDA,6,COc1cc(CO)cc(-c2cc(CO)cc(OC)c2OCC2CO2)c1OCC1CO1|COc1cc(CO)cc(-c2cc(COCC3CO3)cc(OC)c2OCC2CO2)c1OCC1CO1|COc1cc(COCC2CO2)cc(-c2cc(COCC3CO3)cc(OC)c2OCC2CO2)c1OCC1CO1|CC1(C)CC(N)CC(C)(CN)C1,0.12975000:0.34326000:0.10233000:0.42466000,171.0,4
227,,Di 20%–Tri 20%–Tetra 60% / IPDA,7,COc1cc(CO)cc(-c2cc(CO)cc(OC)c2OCC2CO2)c1OCC1CO1|COc1cc(CO)cc(-c2cc(COCC3CO3)cc(OC)c2OCC2CO2)c1OCC1CO1|COc1cc(COCC2CO2)cc(-c2cc(COCC3CO3)cc(OC)c2OCC2CO2)c1OCC1CO1|CC1(C)CC(N)CC(C)(CN)C1,0.12861000:0.11342000:0.30430000:0.45367000,197.0,4
228,"Dai et al., 2018",DGED/DDM,1,O=c1cc(-c2ccc(OCC3CO3)cc2)oc2cc(OCC3CO3)ccc12|Nc1ccc(Cc2ccc(N)cc2)cc1,0.66667000:0.33333000,205.0,2
229,"Ménard et al., 2017",DGEBA-IPDA,1,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|CC1(C)CC(CN)CC(CN)C1,0.66678500:0.33321500,174.0,2
230,,DGEBA-DA10,2,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|NCCCCCCCCCCN,0.66663300:0.33336700,97.0,2
231,,DGEBA-DIFFA,3,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|c1coc(CNCc2ccco2)c1,0.60204200:0.39795800,110.0,2
232,,BDF2EP-IPDA,4,COc1ccc(OCC2CO2)c(CCC(=O)OCCCCOC(=O)CCc2ccc(OCC3CO3)c(OC)c2)c1|CC1(C)CC(CN)CC(CN)C1,0.68691000:0.31309000,61.0,2
233,,BDF2EP-DA10,5,COc1ccc(OCC2CO2)c(CCC(=O)OCCCCOC(=O)CCc2ccc(OCC3CO3)c(OC)c2)c1|NCCCCCCCCCCN,0.68744000:0.31256000,33.0,2
234,,BDF2EP-DIFFA,6,COc1ccc(OCC2CO2)c(CCC(=O)OCCCCOC(=O)CCc2ccc(OCC3CO3)c(OC)c2)c1|c1coc(CNCc2ccco2)c1,0.62429900:0.37570100,41.0,2
235,,IDF2EP-IPDA,7,COc1ccc(OCC2CO2)c(CCC(=O)OC2CC3OCC(OC(=O)CCc4ccc(OCC5CO5)c(OC)c4)C2O3)c1|CC1(C)CC(CN)CC(CN)C1,0.67874200:0.32125800,99.0,2
236,,IDF2EP-DA10,8,COc1ccc(OCC2CO2)c(CCC(=O)OC2CC3OCC(OC(=O)CCc4ccc(OCC5CO5)c(OC)c4)C2O3)c1|NCCCCCCCCCCN,0.67927100:0.32072900,68.0,2
237,,IDF2EP-DIFFA,9,COc1ccc(OCC2CO2)c(CCC(=O)OC2CC3OCC(OC(=O)CCc4ccc(OCC5CO5)c(OC)c4)C2O3)c1|c1coc(CNCc2ccco2)c1,0.61700100:0.38299900,85.0,2
238,,GTF3EP-IPDA,10,COc1ccc(OCC2CO2)c(CCC(=O)OCC(COC(=O)CCc2ccc(OCC3CO3)c(OC)c2)OC(=O)CCc2ccc(OCC3CO3)c(OC)c2)c1|CC1(C)CC(CN)CC(CN)C1,0.59222700:0.40777300,92.0,2
239,,GTF3EP-DA10,11,COc1ccc(OCC2CO2)c(CCC(=O)OCC(COC(=O)CCc2ccc(OCC3CO3)c(OC)c2)OC(=O)CCc2ccc(OCC3CO3)c(OC)c2)c1|NCCCCCCCCCCN,0.59273400:0.40726600,70.0,2
240,,GTF3EP-DIFFA,12,COc1ccc(OCC2CO2)c(CCC(=O)OCC(COC(=O)CCc2ccc(OCC3CO3)c(OC)c2)OC(=O)CCc2ccc(OCC3CO3)c(OC)c2)c1|c1coc(CNCc2ccco2)c1,0.53250500:0.46749500,67.0,2
241,"Liu et al., 2018",DER-1,1,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|CC1CCC2C(=O)OC(=O)C2C1|CC(=O)/C=C(/C)[O][Zn][O]/C(C)=C\C(C)=O,0.31284000:0.62469000:0.06247000,157.0,3
242,,DER-TEP,2,COc1ccc(OCC2CO2)c(C(c2ccc(OCC3CO3)c(OC)c2)c2cc(OC)ccc2OCC2CO2)c1|CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|CC1CCC2C(=O)OC(=O)C2C1|CC(=O)/C=C(/C)[O][Zn][O]/C(C)=C\C(C)=O,0.10666000:0.16874000:0.65873000:0.06587000,171.9,4
243,,TEP-1,3,COc1ccc(OCC2CO2)c(C(c2ccc(OCC3CO3)c(OC)c2)c2cc(OC)ccc2OCC2CO2)c1|CC1CCC2C(=O)OC(=O)C2C1|CC(=O)/C=C(/C)[O][Zn][O]/C(C)=C\C(C)=O,0.23366000:0.69667000:0.06967000,187.2,3
244,,TEP-2,4,COc1ccc(OCC2CO2)c(C(c2ccc(OCC3CO3)c(OC)c2)c2cc(OC)ccc2OCC2CO2)c1|CC1CCC2C(=O)OC(=O)C2C1|CC(=O)/C=C(/C)[O][Zn][O]/C(C)=C\C(C)=O,0.37881000:0.56472000:0.05647000,175.8,3
245,"Maiorana et al., 2016",EDF-Epoxy/IPDA,1,COc1ccc(OCC2CO2)c(CCCC(=O)OCCOC(=O)CCc2ccc(OCC3CO3)c(OC)c2)c1|CC1(C)CC(N)CC(C)(C)C1CN,0.66667000:0.33333000,66.0,2
246,,PDF-Epoxy/IPDA,2,COc1ccc(OCC2CO2)c(CCCC(=O)OCCCOC(=O)CCc2ccc(OCC3CO3)c(OC)c2)c1|CC1(C)CC(N)CC(C)(C)C1CN,0.66667000:0.33333000,63.9,2
247,,BDF-Epoxy/IPDA,3,COc1ccc(OCC2CO2)c(CCCC(=O)OCCCCOC(=O)CCc2ccc(OCC3CO3)c(OC)c2)c1|CC1(C)CC(N)CC(C)(C)C1CN,0.66667000:0.33333000,55.9,2
248,,HDF-Epoxy/IPDA,4,COc1ccc(OCC2CO2)c(CCCC(=O)OCCCCCCOC(=O)CCc2ccc(OCC3CO3)c(OC)c2)c1|CC1(C)CC(N)CC(C)(C)C1CN,0.66667000:0.33333000,50.0,2
249,,DGEBA/IPDA (control),5,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|CC1(C)CC(N)CC(C)(C)C1CN,0.66667000:0.33333000,171.5,2
250,"Janvier et al., 2017",DGEBA/IPDA,1,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|CC1(C)CC(N)CC(C)(CN)C1,0.64556000:0.35444000,166.0,2
